crm_name;crm_cp;crm_insee;crm_id;crm_commune;gt_siret;crm_adresse;SITE_CLI_COMMUNE;sirene_insee;sirene_cp;sirene_etat;loc_match_type;source_reference;source_product_category;source_contract_state;source_duplicate_count;target_siren;already_in_crm_ok_gt_exact;existing_component_relation;crm_surface_fingerprint;crm_gt_fingerprint;ambiguous_exact_truth_for_crm_surface;already_in_crm_ok_gt_exact_surface
Champagne Vely Chartier Fils;51700;51249;78962;FESTIGNY;48984233600013;4 RUE DES LIMONEAUX;FESTIGNY;51249;51700;A;INSEE_AND_CP;S220429_79514;Revente Fibre Essentiel AI;active;1;489842336;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;d61c07daa7fbdbfcf128b878296542845f47c671740b28ae7f82fc50c3a13ee0;85510f867a9bf9a44457dd6d34b08c00aff472712c7a929fd016889a1a3d5dfd;False;False
COPRAF;31250;31451;78964;REVEL;30913536600057;7 AVENUE JEAN TIROLE;REVEL;31451;31250;A;INSEE_AND_CP;S220429_63062;Revente Fibre Essentiel AI;active;1;309135366;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;bb348c989f5ee523f74e2a94551bc966abb063f743c93c3566eb4dd865819ef8;1d7d7f87e447eac9d71bfefbe1ca5691fbea96186ffe7e04eb106b35bb44b34c;False;False
NAOS AUBERT MP7 SEMECOURT;57280;57211;78966;FEVES;39922665302196;4 RUE DE LA CROIX BLAISE;FEVES;57211;57280;F;INSEE_AND_CP;S220429_39305;Revente Fibre Essentiel AI;terminated;2;399226653;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;9142ca2979c3752992dfa9c694ea2036fe173fb6fc8c40281fa7639d817f88a3;6155fa9b30c1648df753eaa5a7bf6b05104c3d7bfa24e464cd09381e86f06605;False;False
CHAUDRONNERIE KOKOL;67840;67237;78968;KILSTETT;41886038300037;10 RUE EIFFEL;KILSTETT;67237;67840;A;INSEE_AND_CP;S220429_06469;Revente Fibre Essentiel AI;active;1;418860383;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;8cab6dd2d3ba6ec66d8719e64b4ebfa33d16edbc2309c9acb146c433ba28eca4;a6f48f35c1f19585bc5eb941d113294e71e20f3bb21347753549d1d98c4149a4;False;False
ECOLE PRIMAIRE BEAUDONNAT;63170;63014;78980;AUBIERE;21630014500010;6 RUE BEAUDONNAT;AUBIERE;63014;63170;A;INSEE_AND_CP;S220429_74158;Fibre Essentiel;terminated;2;216300145;True;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;fe8c4eee40f7cacd525d2fd63aef31a0b4597ed19ac6bb34caabd24090488683;b8cfa5df4baba5850e101d11e2fe00ac8a8cee4dade990ea40fae5dc8c1776ed;False;False
 JFORCE;65000;65440;78986;TARBES;91045695300017;99 RUE MARECHAL FOCH;TARBES;65440;65000;F;INSEE_AND_CP;S220429_58325;Fibre Essentiel;active;2;910456953;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;07af686b8005793f12985b5db7e1858b3b7ab2dff55909521f5cbd3ce0941266;f597e717edad4d8c096e971f967f50eff757e6191a2901025549f74b98b28fbb;False;False
ERLONPREL PAUL Q50;51100;51454;78988;REIMS;90357724500017;1 PLACE DROUET D ERLON;REIMS;51454;51100;F;INSEE_AND_CP;S220429_47727;Fibre Essentiel;terminated;2;903577245;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;0d7961e9cf92b196c750dac58ad6d6859105f5e2b4e4fa8134f928372e312c53;9c5638c171c51acc9f89d3488c634c83dba058c761f921caad5d7cd18e7c4191;False;False
FLOREANI ET ASSOCIES ;06160;06004;78989;ANTIBES;35305314300015;2208 ROUTE DE GRASSE;ANTIBES;06004;06600;A;INSEE_ONLY;S220429_22707;Fibre Essentiel;terminated;2;353053143;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;00020050126e5e1943a1cefe6a3bb51432c447814020742f9214bda199976922;995268518fa3e38c0786c45bda05de869a0988ac5416ec1eb5ea00105ad0371e;False;False
BREIZH ASM;44000;44109;78996;NANTES;82343070700013;158 ROUTE DE SAINT JOSEPH;NANTES;44109;44000;F;INSEE_AND_CP;S220430_34245;Fibre Essentiel;active;1;823430707;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;b0080fb7de9175116e645a977bb9a68d4caf488b35e10ef39fab029d1b73cde5;c87160bc6545fcf5ce1e9915298a65294157c28276a492c1967212e8d0f1551f;False;False
FRANCE OXYGENE METZ;57140;57546;78998;PLESNOIS;40371572500095;20 RUE DES FLAMBEAUX;PLESNOIS;57546;57140;F;INSEE_AND_CP;S220430_01771;Revente Fibre Essentiel AI;terminated;2;403715725;False;EXISTING_TRAIN_COMPONENT;1ae22706d179c0474d3db91c199b10e66cacf84309824327c55b6f1045f10861;4ef040e9e2900959f6a296719b2c9f03e92fcecdbe82cf61c61fa1df0829ce64;False;False
ECOLE MATERNELLE (COMMUNE DE PINSAGUEL);31120;31420;79002;PINSAGUEL;21310420100016;16 RUE DU RUISSEAU;PINSAGUEL;31420;31120;A;INSEE_AND_CP;S220430_05249;Revente Fibre Essentiel AI;active;1;213104201;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;82051af3c842b668357f99a29189ab559b31c6340ab389662663b1b53b7e9c58;f98f9b3b029a34627cbf98e599e52c838792dd0cd6c3aef88987519e100516ed;False;False
COTEC;59200;59599;79009;TOURCOING;34216766500328;11 RUE DU RHIN;TOURCOING;59599;59200;A;INSEE_AND_CP;S220430_02354;Fibre Essentiel;active;2;342167665;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;ed4d836313ffe0c4bbe143f61987939286f7097397abd770f196762024abd770;a6c51fc56283ce2b78626e3432122a3e62a7b9a488eeccd10ff9d46abf770800;False;False
MATHELO (SOCOO C);58000;58194;79013;NEVERS;82990064600011;24 BOULEVARD GRANDS PRES DES BORDES;NEVERS;58194;58000;A;INSEE_AND_CP;S220430_97097;Fibre Essentiel;terminated;3;829900646;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;4d37aef3edb25f0666cbd5ed5317fab4b58cce4292c813297ed8593fc5ef7928;9301f63d8e48e6569a8d55149fa48e3940aa81018f0f73bb32d483e947f7f55e;False;False
RESTAURANT ARENA;49700;49125;79014;DOUE EN ANJOU;81217892900012;0 BOULEVARD DU DOCTEUR LIONET;DOUE EN ANJOU;49125;49700;F;INSEE_AND_CP;S220430_95392;Revente ADSL;active;1;812178929;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;a85c1f57f34fbce7e39cf3127e2c3753003de74c8c7381ebe989bb59512d589d;797d4891fc1b713b864a12b0d93ac4670fc914b6af568be2493ebea2757c2824;False;False
POLE EMPLOI;92800;92062;79017;PUTEAUX;13000548122543;116 RUE DE VERDUN;PUTEAUX;92062;92800;A;INSEE_AND_CP;S220430_18718;Fibre Essentiel;active;1;130005481;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;fd04b9a12e6d8ba8c3a651a7fc13a5ae93c675384b886e94300bb6a471e2eb0b;8ad85115b1c3befe6a64a84ee640c3983a38187d31932ccf78712b07463b15b4;False;False
CROUS DE VERSAILLES - RESIDENCE DE SAINT CLOUD;78000;78646;79019;VERSAILLES;18780008100486;71 AVENUE DE SAINT CLOUD;VERSAILLES;78646;78000;A;INSEE_AND_CP;S220430_13665;Fibre Essentiel;active;1;187800081;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;81cde1aac5d96a461f0e6c3b443d3385a601b477b929f05fd8d6d521da782644;ed33d266fcf781e47a5653fa685584d002bbc8fb910a27c85469cf5aafb761e6;False;False
DSB;59000;59350;79038;LILLE;33320208301294;22 RUE FAIDHERBE;LILLE;59350;59800;A;INSEE_ONLY;S220502_03626;ADSL;active;1;333202083;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;456cf79dd5366bc18d82bb6dc1918bd84168b4f348d8474e6447abb633952ca4;64662a51cb92589bb9f95176560f8b0eaa92ee0e3b6a60f32ebae3756b6e18e9;False;False
Weishaupt SAS;31000;31555;79041;TOULOUSE;91652109901114;25 CHEMIN DU CHAPITRE;TOULOUSE;31555;31100;A;INSEE_ONLY;S220502_98831;ADSL;terminated;2;916521099;False;EXISTING_TRAIN_COMPONENT;5428bbf2e94ed8b49759ab15840c248edbef289942d9ad8453390321e866bbd1;55acfb7348efd068701cc2636b8cc4441260aedad26ac7d1a7fe5133b038df87;False;False
GIE AMPLIUS LUMANE BETHUNE (BRUAY LA BUISSIERE;62700;62178;79042;BRUAY LA BUISSIERE;79236930800020;444 RUE JEAN JOSEPH ETIENNE LENOIR;BRUAY LA BUISSIERE;62178;62700;F;INSEE_AND_CP;S220502_23055;Revente ADSL;terminated;2;792369308;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;1bcd252b6faaffc1ec46c56e630e2ea160362de8d6af212b1726c07e5b8cc4a2;1b97fec8095871b1fbf1f5dde8f1fc8c2f8d71a0a1e4266ec7597b2e5d0ee322;False;False
SOGEC INFORMATIQUE;91140;91661;79043;VILLEBON SUR YVETTE;42869046500029;17 AVENUE DU QUEBEC;VILLEBON SUR YVETTE;91661;91140;A;INSEE_AND_CP;S220502_67418;Revente ADSL;active;1;428690465;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;0cf1ee7335e63e0a554f3a1759aed617779f9fcae9730fb02ff11db93557e4f1;d170f6459856ea48dc9a2e9fbfc5ae0d32c0b8472c48ad6b8b7d1a1a0768bf86;False;False
PROMOTION PRET A PORTER PARIS FORUM DES HALLES;75001;75101;79044;PARIS;47728084600486;101 RUE PIERRE LESCOT;PARIS;75101;75001;A;INSEE_AND_CP;S220502_26233;Revente ADSL;terminated;2;477280846;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;969a2288b9dd789425ccc1609b6d06032763e361e122daaacbe93d2e86f2c453;8d817d8378d3cda24cf448a0e7abb46e82e349e31c6cb0a4ca2cd6b9c5716a2e;False;False
CC TERRES DE MONTAIGU 901 - MAISON DE LA RIVIERE;85600;85146;79045;MONTAIGU VENDEE;20007023300222;0 RUE DU MOULIN DE LA ROCHE;MONTAIGU VENDEE;85146;85600;A;INSEE_AND_CP;S220502_99413;Revente ADSL;active;1;200070233;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;1132724aeabcca416ad0e3b101b24d35366d3a1f70e6a9cc7af757a8c752c890;967b71f298f45900951a23947afaacd66986dd651b62a05130e7d380d1c42d51;False;False
DSB;44400;44143;79046;REZE;33320208301203;10 RPT DE LA CORBINERIE;REZE;44143;44400;A;INSEE_AND_CP;S220502_47825;Revente ADSL;active;1;333202083;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;0a48db57dfaf3a9912a5dcc32fbe1f77df7620e6c91e3f6a49f65e49b3e3580a;a775431b05a898ea93bccdeec7a9fcfcb52528718805baedcd8daa2c76c12fcc;False;False
INFODESCA 0326-PA-MARMANDE;47200;47157;79047;MARMANDE;56080040100294;0 AVENUE FRANCOIS MITTERRAND;MARMANDE;47157;47200;A;INSEE_AND_CP;S220502_77597;Revente ADSL;terminated;2;560800401;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;1a32647d49ae4e134c0bfe9b0af20710e96337a2a9306c3f2987a4e4e98ebd10;949d5d3d342ff155f0398683fffb1b094c1643a61a9a2f3e6fa53204ee6c1e38;False;False
TAXI RADIO STAR;33320;33162;79049;EYSINES;40422164000018;4 MAIL DU GRAND CAILLOU;EYSINES;33162;33320;A;INSEE_AND_CP;S220502_36472;Fibre Essentiel;active;1;404221640;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;f96d22331bc5eb6c21eaf73c40bc460528f3c5c80760b0867aa944942665745d;3bb751f419f233056c3b376fb4483e48a83d2fa18f698bf447dfa4f9ea9dc2d1;False;False
POLE EMPLOI - 005891   NEVERS;58000;58194;79051;NEVERS;13000548124374;5 RUE DU 13E DE LIGNE;NEVERS;58194;58000;A;INSEE_AND_CP;S220502_50393;Fibre Essentiel;active;1;130005481;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;b076d0f9e197fc4cb05a5400d395a69ce58ec4ca738c8c0f853c68f2f79868f9;d73abe9808884feb15966338eb117fea7c8dce215afe822afcd38d9ca5af98aa;False;False
MANUFACTURE FRANCAISE DU CUIR;80100;80001;79056;ABBEVILLE;81995936200016;91 RUE DU CHATEAU D EAU;ABBEVILLE;80001;80100;A;INSEE_AND_CP;S220502_78671;Fibre Essentiel;active;2;819959362;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;a660de8b9eaefd989428bd8d57705d2b04601d2d6324772f3c1545bab9e3c389;62a18eb27d03c29fa32c09f5537d7cb1e06c4742ab03382a4f3871ebcc7d5a16;False;False
KOOKAI;49100;49007;79060;ANGERS;39929299400544;34 RUE LENEPVEU;ANGERS;49007;49100;A;INSEE_AND_CP;S220502_79808;Fibre Essentiel;terminated;2;399292994;False;EXISTING_TRAIN_COMPONENT;0ea37c24bf4edf7d9be7059c60a4ead7c179e8c225933f9d8c02b78204c86cb7;ef0531f566789b6a6c11fbd172d96e093d47ee38f594e42e7014601f647c3567;False;False
CABINET MEDICAL BEG TAL MEN;56260;56107;79061;LARMOR PLAGE;51015004800013;33 RUE DE KERPAPE;LARMOR PLAGE;56107;56260;A;INSEE_AND_CP;S220502_34848;Fibre Essentiel;active;1;510150048;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;7f5202c02b400ba16064a4c4579aa759f1e3fbb277369b13be9417d2cd4ddb24;a938fe8d149676f6a075d605dffddc792e8772f06d021dc572e0fedcfbbef182;False;False
Aimants Goudsmit France;59960;59426;79065;NEUVILLE EN FERRAIN;39088684400013;3 RUE DU VERT BOIS;NEUVILLE EN FERRAIN;59426;59960;A;INSEE_AND_CP;S220502_80796;Fibre Essentiel;terminated;2;390886844;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;418b1e30af0f3e354fea9e1c75d2a0f2fcb6d60f783177e53ae2383fe20db4d2;3a3a4851e068e08a622176a3c114164c48be5539139e5b2ec6b03e57ba647267;False;False
Phb Corporation;87000;87085;79068;LIMOGES;89373037400020;19 BOULEVARD VICTOR HUGO;LIMOGES;87085;87000;A;INSEE_AND_CP;S220502_86049;Fibre Essentiel;active;1;893730374;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;2712e106e057980e53f32e64eeabdb84d76e9b991dd3aa6cee301f5c91d50dd9;f8132bd25de7bab827cb0bb129d76ec81a97304a3be667b899546ee27a4f9a2d;False;False
AZUREVA ST CYPRIEN;66750;66171;79073;ST CYPRIEN;32295888500350;0 CAMI DE LA MAR;ST CYPRIEN;66171;66750;A;INSEE_AND_CP;S220503_10315;Revente Fibre Essentiel AI;terminated;2;322958885;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;1a27a250f639368b9d936bd34c08b804e0e1d02b26773bc766cac62ac0468a80;dc3835e46e1faad4f15a3377f32c5612a25b51e6259a9001175b9fb0f958dfd5;False;False
INFODESCA 0478 DR IRIGNY;69540;69100;79077;IRIGNY;42482122100183;0 IMP LOUIS VERDE;IRIGNY;69100;69540;A;INSEE_AND_CP;S220503_64157;Revente ADSL;terminated;2;424821221;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;50aeae9486edcb8a7cae5b2d703658a72beb5526c648ac47b3df48cf73607bf1;f363e6528102756ce98f57cee51ff5e54ebb94a77eed9a3c3b2bed2db620eec4;False;False
INTERSPORT FRANCE;87280;87085;79080;LIMOGES;44870281100010;30 RUE AMEDEE GORDINI;LIMOGES;87085;87000;A;INSEE_ONLY;S220503_80068;Fibre Premium;active;1;448702811;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;c98c904b438f778e4b2cf5b639b3c8261164dd64fd83302d7977c350388cd367;cc4331e334cad94eb212869439f80b555b0f4271bfa84c43bb61c139d0de6b07;False;False
SB EU FRA GES ILLOUD GRANDERUE;52150;52247;79081;ILLOUD;33133927500017;0 ROUTE DEPARTEMENTALE 16;ILLOUD;52247;52150;A;INSEE_AND_CP;S220503_57305;Revente Fibre Essentiel AI;active;1;331339275;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;3d7ea273175e5e5eb23d5e1be17b5ecb963b4e2e74e98964c1975d5c43beb300;44b1ab668ebd20a4a9742ca5d7f56becd32d802b9329f71fa5e6b28b97203759;False;False
SB ALLIANCE INFORMATIQUE;64130;64371;79082;MAULEON LICHARRE;31483018300047;29 BOULEVARD GAMBETTA;MAULEON LICHARRE;64371;64130;A;INSEE_AND_CP;S220503_74930;Revente ADSL;terminated;2;314830183;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;b55e9c2b6c3992ed058e4ba1c200266fd2d9c252f256c1e0a31dadd7e503f9d3;4632739c0f3cd8bc645316b31c7f1a45baaea65b209afe543810e9f1bb2df885;False;False
POMPES RUTSCHI;68110;68154;79088;ILLZACH;77575198500026;9 QUAI DE ROTTERDAM;ILLZACH;68154;68110;A;INSEE_AND_CP;S220503_10156;Fibre Essentiel;terminated;2;775751985;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;552d0042404bb3a459f8da51e1fde67205b9778e6af7cb4f9419557eee8c9e1a;8e3d5219e5b6712db58c1b72be2183531d90373fb7bc2e375203b3191f666371;False;False
FG TOLERIE;49130;49246;79099;LES PONTS DE CE;48169368700032;75 CHEMIN DE LA GLARDIERE;LES PONTS DE CE;49246;49130;A;INSEE_AND_CP;S220503_03576;Fibre Essentiel;terminated;2;481693687;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;5680a196a93b47e868f01e1fd972d5030c6b50c6882d29d7865613d927b3dfe6;f65f824670d4f96ea2717c9e04a023266b8e2441ceb8a307bb8296f40432faf2;False;False
DOMINOS PIZZA MARSEILLE - SARL SICAELLE;13005;13205;79100;MARSEILLE;51215255400022;175 BOULEVARD BAILLE;MARSEILLE;13205;13005;A;INSEE_AND_CP;S220503_22770;Fibre Essentiel;terminated;2;512152554;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;ddd3ec813497741deaecb14e0e706a76befcebc92429f06ef738dec5fdccb7bd;61cfecdac8c28becf3850eef1dd22c31d84a6741965679438cf65398b8132bb5;False;False
midi auto sarl;82000;82121;79102;MONTAUBAN;31925304300016;1700 ROUTE DE BORDEAUX;MONTAUBAN;82121;82000;A;INSEE_AND_CP;S220503_98565;Fibre Essentiel;terminated;2;319253043;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;63b1060ef75733cb77e9b6f323e9fbe27db9f07c9731aec81a8c2f3b7062cbba;4ee6d001f9b76c26dbeddd3f4810557bf26d1bf9ae9f3897a78bd73aff5ddfbc;False;False
OTIS BONNEUIL SUR MARNE;94380;94011;79113;BONNEUIL SUR MARNE;54210780001830;1 AVENUE DES MARGUERITES;BONNEUIL SUR MARNE;94011;94380;A;INSEE_AND_CP;S220503_07593;Fibre Essentiel;terminated;2;542107800;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;ea4b550f6596097bacb4c0d62e6337906d92c9c00f3a754a8e7e049aaff979aa;3476dd5229705e6806042f1e39778980271fdb944298f4c24e4843793ba8c59a;False;False
MANULOC;52200;52269;79118;LANGRES;33648040500065;707 RUE DE L ETOILE DE LANGRES;LANGRES;52269;52200;A;INSEE_AND_CP;S220504_29844;Revente Fibre Essentiel AI;active;1;336480405;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;5c5f43b594b12081543c599fc8c10a7f552d49eb37c0919ec9de3e838a4363c7;a570b34047d7e5163459967874d5af27dc83774e58603c8a65b05f5238e445b4;False;False
BRILL SARL;67440;67489;79120;THAL MARMOUTIER;33124413700013;13 RUE DES PECHEURS;THAL MARMOUTIER;67489;67440;A;INSEE_AND_CP;S220504_69491;Revente Fibre Essentiel AI;active;1;331244137;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;e008592959b492cf597556933ca745f9ff3baccbef4b96bb4895f1df42950a3e;2003062dd87ee465211c32ac1378ef34e6990374b6c3139dd66016049cba93f2;False;False
ENERGIES MEFRAN;67170;67298;79124;MITTELSCHAEFFOLSHEIM;51822671700016;8 RUE PRINCIPALE;MITTELSCHAEFFOLSHEIM;67298;67170;A;INSEE_AND_CP;S220504_23089;Revente Fibre Essentiel AI;active;1;518226717;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;4584a2b3e8ec42a11140f7a9aaacf3ed80fa88d8c93ecded8cd61cd910aa5514;7dc76274ef3f4a4fd4814459415551e0e52fed25baaa631d93ae248de0e80e40;False;False
DEPART PYRENEES ORIENTALES ROUTIERE PERPIGNAN;66000;66136;79130;PERPIGNAN;22660001300016;1260 AVENUE JULIEN PANCHOT;PERPIGNAN;66136;66000;A;INSEE_AND_CP;S220504_73350;Fibre Premium;active;1;226600013;True;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;dadb721a552384ea088f5d4489ad7c65b17799e96a751c2efc75f9d32d905166;780a09792ba502f5ab247837cd6b5a00ebe7eddac06ccbf518b7f03a5a4ad0d3;False;False
REGIONAL INTERIM;22000;22278;79132;ST BRIEUC;47910610600103;41 RUE JULES FERRY;ST BRIEUC;22278;22000;A;INSEE_AND_CP;S220504_94213;Fibre Essentiel;terminated;3;479106106;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;5b4e2ec722273558d032b27c7792b1646b9dc41c2b522c44fc7c48bf947f4980;40a80a1dfe4cc6dd440fd2cd9e2826f46fdbee480b18a17fcc956732ee8124e7;False;False
ADAPA01-BOURG EN BRESSE;01000;01053;79145;BOURG EN BRESSE;77931144800053;2 RUE PAVE D AMOUR;BOURG EN BRESSE;01053;01000;A;INSEE_AND_CP;S220504_34773;Fibre Essentiel;active;1;779311448;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;60e2a10e91e60199b52e6d5501e6ffbe0b7c5a3eb1fbd062872b8dea70ae1aee;6b432c16d72905c885c4fbea65eca85495d95b3211b2d4562c6b04dfbc2abfa0;False;False
ASSOCIATION LA RELANCE;71000;71270;79155;MACON;37860276700022;18 RUE JEAN MERMOZ;MACON;71270;71000;A;INSEE_AND_CP;S220504_77794;Fibre Essentiel;active;2;378602767;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;71b0e1abe84d336b7ebf83e06e7c73216b15ae0a5ce82a2375ff2dd4ea21b4cd;a91d219b2a6790b345e778311e5e214fca86980153e54ae30ae0366b83333c0d;False;False
LA RESIDENCE;78140;78640;79156;VELIZY VILLACOUBLAY;31266598700029;36 RUE MARCEL SEMBAT;VELIZY VILLACOUBLAY;78640;78140;A;INSEE_AND_CP;S220504_51565;Fibre Essentiel;active;1;312665987;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;dffeeb8428636a6384ef3afecc0391451d58f56969e3dc367f8055c0cf6971ef;b2e25f457dd2c591d271694b260d60e72d17daf47c3380f151931aad55b3545a;False;False
ASS DEV  EPICERIE SOLIDAIRE ANZINOISE;59410;59014;79158;ANZIN;79474087800010;39 RUE DE ROUBAIX;ANZIN;59014;59410;A;INSEE_AND_CP;S220504_63820;Fibre Essentiel;active;1;794740878;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;1f9df003518731e10c03600736fb8c25a943b3816ad3d53d82ec40ebdd754b38;4ecb0c523c641968642fa068fbf749afd3a2dfb0a2ac8cf10200f138ca9d5b26;False;False
POLE EMPLOI - 005489   DIRECTION REGIONALE;76100;76540;79160;ROUEN;13000548121040;90 AVENUE DE CAEN;ROUEN;76540;76100;A;INSEE_AND_CP;S220504_00554;Fibre Essentiel;active;1;130005481;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;76578de94eb247baf5f20ee5db9b3f7cf110048655d14196b6fd12cf67dc1262;94d9860f045a73033bd7f64cf54325c874b967244e49a71014b6664cd8514d96;False;False
 ENVISOL ;76000;76540;79163;ROUEN;51230832100029;56 RUE CHASSELIEVRE;ROUEN;76540;76000;A;INSEE_AND_CP;S220505_61175;Fibre Essentiel;active;1;512308321;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;dda6958721e5362a84fb2e751b919373013abbcc0e36871e295153c8fa0b42c4;18f62a9babe7214a2933cc40f9fb81071ff3903ac4d63467c494194d4936bcbc;False;False
AKOTRONIC INDUSTRIES;03400;03321;79164;YZEURE;49976970100016;43 RUE DU PARC D ARTILLERIE;YZEURE;03321;03400;A;INSEE_AND_CP;S220505_91691;Fibre Essentiel;active;2;499769701;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;2c01ce727233e2d7cb583dd53c0d99ba83d0f1080f5a276fb5520be3db397dff;78bb1ceadff4e339b13f2189a83615e32b1c13ac24e0ab67f946dbf6a8fed8a6;False;False
HOTEL AU VIEUX MOULIN;67320;67133;79168;ESCHBOURG;33496035800011;7 RUE DU VIEUX MOULIN;ESCHBOURG;67133;67320;A;INSEE_AND_CP;S220505_01696;Revente Fibre Essentiel AI;active;1;334960358;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;52d629b9742b98695287291ada295518024c8fd646b82eb062b4c69b7c237826;7ed8e1aa0f7b5b6d2e8b7fc10a03d575072131c3e2923d1e2dc22d21b3cfa10d;False;False
SAC INDUS (SOLANCO);31120;31433;79169;PORTET SUR GARONNE;30344810400065;21 AVENUE DES PALANQUES;PORTET SUR GARONNE;31433;31120;F;INSEE_AND_CP;S220505_46137;Revente Fibre Essentiel AI;active;1;303448104;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;4a987305375d57f7eb1861ea18d135272b52f275f5f7a93f739e155c0477a6c1;3f79fbe30b5a67bf0a9b8430d7f4cb1ea4b34910eafb8deaee39f287b02079cb;False;False
REGIONAL INTERIM;44700;44114;79184;ORVAULT;50012424300063;4 RUE DU WATTMAN;ORVAULT;44114;44700;A;INSEE_AND_CP;S220505_32189;Fibre Essentiel;terminated;2;500124243;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;c9c99b91423c3b0e02244b867a49f6d0751a9f0daf0cc16ad6228116b3a573d9;bb66431479653c139ac6c221823326b34bb98e80f97cdf0e03a55479e17fcfbd;False;False
PHARMACIE DU GRAND HAMEAU;76600;76351;79186;LE HAVRE;90893904400016;81 RUE CLAUDE LEVI STRAUSS;LE HAVRE;76351;76620;A;INSEE_ONLY;S220505_20690;Fibre Essentiel;terminated;2;908939044;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;90d863f07a1aebd5d40fdc89cbd19ff6996ad1bf9d9c39cf557e08694a70f270;9913f72aac4fc140e7054ed05957a44a47a3feb0822fdd79b2d8980aad52002f;False;False
societe st vincent de paul (lille);59000;59350;79187;LILLE;83133352100019;81 RUE BARTHELEMY DELESPAUL;LILLE;59350;59000;A;INSEE_AND_CP;S220505_02701;Fibre Essentiel;terminated;2;831333521;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;a2e0e876edbd7c0cd2630b88bacae746c6341ffcb0d2d205fee001f2280390da;bb0f97bacb37038c810c34799834dbdbd6ca190a0097e994477166c961f115e2;False;False
SIGOILLOT FORMATION;51520;51617;79190;LA VEUVE;81344046800045;2 RUE DE LA NAU DES VIGNES;LA VEUVE;51617;51520;A;INSEE_AND_CP;S220505_27549;Fibre Essentiel;terminated;3;813440468;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;c7cde1fe890f1640a8c6c9d089247ae0fc5f00488a79d50ab7b87d8e55859720;ab0155a1a7fd76592b9f53ffb3a7db13a66a64ba3659071e3cac5f093e687feb;False;False
