crm_name;crm_cp;crm_insee;crm_id;crm_commune;gt_siret;crm_adresse;SITE_CLI_COMMUNE;sirene_insee;sirene_cp;sirene_etat;loc_match_type;source_reference;source_product_category;source_contract_state;source_duplicate_count;target_siren;already_in_crm_ok_gt_exact;existing_component_relation;crm_surface_fingerprint;crm_gt_fingerprint;ambiguous_exact_truth_for_crm_surface;already_in_crm_ok_gt_exact_surface
LE HAVRE SEINE METROPOLE - CYCLE DE;76600;76351;100240;LE HAVRE;20008495200015;173 RUE AUGUSTIN NORMAND;LE HAVRE;76351;76600;A;INSEE_AND_CP;S231027_82947;Fibre Essentiel;active;1;200084952;True;EXISTING_TRAIN_COMPONENT;9ce22b56b4ea34e1f5e45521771f82e70800b96d9bb2b643f4bf6e708bd04aa8;a8eec31899b80f8f36adab9cfd74c799c72f68716ec25e548480bcfd8cada715;False;False
MAIRIE - LABASTIDE ANJOU;11320;11178;100242;LABASTIDE D ANJOU;21110178700011;1 RUE DE LA MAIRIE;LABASTIDE D ANJOU;11178;11320;A;INSEE_AND_CP;S231027_33660;Revente Fibre Essentiel AI;active;1;211101787;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;66027d9ac35b4ccb63ba45ab262ffb3eb05c7fd59e97413f263151351e0ca086;e2098450cfa8cf5585ba3499faca1a416ef5c5547491d5d42e0640322ff79489;False;False
SAEMES - PARKING POLIVEAU;75005;75105;100245;PARIS;31703299300105;39B RUE POLIVEAU;PARIS;75105;75005;A;INSEE_AND_CP;S231027_89114;Fibre Confort;active;1;317032993;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;37991f1771a53fcdbc151efdb9ab8423941ffb0a7c3ad1bc4ff79777650efbf7;c8fd0aded43d9e3159489d750d78543ef45d8ed23a28a975359c7eaefcf2b392;False;False
MAISON FAMILIALE RURALE DU JOVINIEN;89330;89468;100250;VILLEVALLIER;77870310800010;25B RUE VERDEAU;VILLEVALLIER;89468;89330;A;INSEE_AND_CP;S231027_85165;Revente Fibre Essentiel AI;active;1;778703108;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;c440cecdce8d0c7dd734092991f65fe383e126825411d5f39bd8cb6adb70f8ae;e0dbb289e0783179d79aecbb23742c64774dafd296f726d107d06f7644263d40;False;False
ALPES BATI CONFORT;38180;38486;100251;SEYSSINS;49251137300044;1 RUE JEAN MOULIN;SEYSSINS;38486;38180;A;INSEE_AND_CP;S231027_29423;Fibre Essentiel;active;1;492511373;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;951ff47bfca4e8e67d09389f30355ad709c253c25a0c34a3e586393e250200a5;59ebf742d527426542d55609d48e6a5467d54485522085e71ef956745f7f892f;False;False
MA FEE;59491;59009;100258;VILLENEUVE D ASCQ;44833404500466;2 CCAL VILLENEUVE 2;VILLENEUVE D ASCQ;59009;59491;A;INSEE_AND_CP;S231027_57833;ADSL;terminated;2;448334045;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;75ccc32c68170abf1fe23589754e322b3cb13e35bae2c1169bf0209105b3a815;e696624866e6a9e20de471ae94a50cabbdb6e5de26d96d90eb0bd107468b7a34;False;False
CENTRE PENITENTIAIRE DE NANTES;44000;44109;100264;NANTES;17350120600051;0 CHEMIN DE LA MAINGUAIS;NANTES;44109;44000;F;INSEE_AND_CP;S231027_96579;ADSL;active;1;173501206;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;9b13a1ed1e8ba86e7dfcdf40b99b7b4497a67d46643b294b0985769a1ae16aa9;6f44830fd78b76e30bb8d7315740288da7edea2fb9ff6754db82a80762c6eb8d;False;False
GROUPEMENT DINTERET PUBLIC POUR LE;06110;06030;100272;LE CANNET;13002360900014;16 BOULEVARD SADI CARNOT;LE CANNET;06030;06110;A;INSEE_AND_CP;S231027_79200;Fibre Essentiel;active;1;130023609;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;19596c8f9b40d8453931e22196d408ddad1f946b1eaa440ad90a703fda5e4b39;e380a731e2ab55058acf2e963cdb10ea89a648de5444128237a03f51d7cb2f1a;False;False
GROUPEMENT DINTERET PUBLIC POUR LE;06110;06030;100281;LE CANNET;13002360900014;1 AVENUE FRANKLIN ROOSEVELT;LE CANNET;06030;06110;A;INSEE_AND_CP;S231027_65496;Fibre Essentiel;active;1;130023609;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;e873e328d27f1f2c18e50b335bef4e8674a489b1f9e21ff37e433a21ba905d87;1c017f98fc20643a33a94d504e7d1529bcc053a6999168a7ec41d30aa999a91d;False;False
 2 MINUTES;16000;16015;100291;ANGOULEME;44111056600045;1 RUE DE SAINT CYBARD;ANGOULEME;16015;16000;A;INSEE_AND_CP;S231030_75815;Fibre Essentiel;active;1;441110566;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;7e31bd9042c55618fb634df009817e2a3545348c114a98fa835e9ea8cbb55c85;8b7b38b8db9f4e1f0865d757db781b9185cc5ec70abefdbca5455d2c2620a0f6;False;False
E.S.C.G site SIEGE;75015;75115;100292;PARIS;38981942600021;52 RUE DU THEATRE;PARIS;75115;75015;A;INSEE_AND_CP;S231030_62003;Fibre Essentiel;active;1;389819426;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;a54b2bf0f168de46d89938fa336c38315c435812d31833248a4be30315ccdef6;38cea138516779fd029d4de2d345b41fcca91426a18d5c1b04d406faba4c0b96;False;False
LCM ARSENE VALERE;87000;87085;100295;LIMOGES;30570943800041;21 RUE BARTHELEMY THIMONNIER;LIMOGES;87085;87000;A;INSEE_AND_CP;S231030_35181;Fibre Essentiel;active;1;305709438;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;cd9f2ee1bcce601e4f8e267051d10997b544f8bda9aee8abab4e50118859558b;bd5cf3db5ae6a76749998c731af88fe12f08867dcb3e60263e793ffd288b271b;False;False
Arro Immobilier;33000;33063;100297;BORDEAUX;50791799500023;4 COURS DE LA SOMME;BORDEAUX;33063;33800;F;INSEE_ONLY;S231030_68809;Fibre Essentiel;terminated;2;507917995;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;fb85402dc09e610b5965a11ee6e7878a58f63d015efd3c58a6e6b605113e2195;bb6740565c9203e7c00e21e7ee7af8e827a087dbedce7543384b750ce2f97074;False;False
INFODESCA-0406-BA-CREISSELS;12100;12084;100298;CREISSELS;77558869200340;1 RUE ANDRE DUPONT;CREISSELS;12084;12100;A;INSEE_AND_CP;S231030_02759;Fibre Essentiel;active;1;775588692;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;b9719e8f21322631de89542a7a2e165b89c620eea6d0baa2e4b158da54d474ae;d86bfc174dec6564895ad76e9cb99c842d9f77aad53f345136b1c1dc79fb0844;False;False
SOCIETE GENERALE;80700;80685;100305;ROYE;55212022214436;17 RUE D AMIENS;ROYE;80685;80700;A;INSEE_AND_CP;S231030_82681;Revente Fibre Essentiel AI;terminated;2;552120222;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;462a939bccbd0497838ae54f8d48c565983b35049f0c23dcbc0f78397a79f8ac;c5595adcf4db561b2d95cf9c6d835d9cff0e2d74c47c7ba5b78d4e172d463fad;False;False
CGE BIJOUTERIE;74500;74218;100306;PUBLIER;81139938500137;76 RUE DU CARTHERAY;PUBLIER;74218;74500;F;INSEE_AND_CP;S231030_67973;Revente Fibre Essentiel AI;terminated;2;811399385;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;64f3df2ecadccb824e2e68de1b6e8be63f6b153b017f0872664676b9771f79cf;b20ffe7b256e5d7463ff554e6839406b42df71cc1992816dd6ab160805a713df;False;False
SAMP INDUSTRIE;50200;50147;100307;COUTANCES;79019338700012;15 RUE DE LA NOUVELLE IDEE;COUTANCES;50147;50200;A;INSEE_AND_CP;S231030_06371;Revente Fibre Essentiel AI;active;1;790193387;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;495b04960025d0ef16341141b65d9ca9781b30da70a2e4b5d5b8af547637c14f;1f8c0cf414e5ac56ca2b6e1201827d760f7a850699f7770d54d86b41e757514b;False;False
SAEMES - PARKING H. MONDOR;94000;94028;100312;CRETEIL;31703299301160;1 RUE GUSTAVE EIFFEL;CRETEIL;94028;94000;A;INSEE_AND_CP;S231030_70974;Fibre Confort;active;1;317032993;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;0eadf8a0e188def0d4d62d87b6d8b9b95fa988c1f68dad98f98e23eb84db6e69;9e620523af2a9fb94739102663c63adf4313f5abb4269a008b51cba624a102f5;False;False
GROUPEMENT DINTERET PUBLIC POUR LE;06110;06030;100315;LE CANNET;13002360900014;730 AVENUE GEORGES POMPIDOU;LE CANNET;06030;06110;A;INSEE_AND_CP;S231030_55421;Fibre Essentiel;active;1;130023609;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;bdac88046f41277051e02ebd81e9ff81943ab709928942d363ef8b1dceee9eed;03a523179b268c8869247e83b5b12c3290e179c56f94dff87b4776e44bf28026;False;False
IMMOBILIER MER ET CAMPAGNE AGENCE GROLLEAU;85750;85004;100318;ANGLES;81876778200019;12 ROUTE DE LA DUGEONNIERE;ANGLES;85004;85750;A;INSEE_AND_CP;S231030_93680;Revente Fibre Essentiel AI;active;1;818767782;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;1e94e02126d4c89429c6e63b3fbc0e3dc0e6b36d3e941e29ece7353728e09fac;7c54cc396a7a7b2fa020f7cc3356d0fdb6310ff71441f71f2eb1b3a46251c06d;False;False
MAIRIE DE CUSY;74540;74097;100320;CUSY;21740097700013;330 MONTEE DU CHEF LIEU;CUSY;74097;74540;A;INSEE_AND_CP;S231030_05451;Revente Fibre Essentiel AI;active;1;217400977;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;37e71d5255da3228fdde1f5edf4bd8e6bc2a9aab20ed95b33b043e5efeb21bfb;b1b1df5cbe49821e44a5907214d979545145a69f666cbeda72fc6c7ed04311bc;False;False
COMMUNAUTE URBAINE DU GRAND REIMS;51100;51454;100330;REIMS;21510421700017;43 RUE GILBERTE ET JEAN DROIT;REIMS;51454;51100;A;INSEE_AND_CP;S231030_84935;Fibre Essentiel;active;1;215104217;True;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;35d29fe1ef69837701554493c26adf97512f63d1a16aece63f0592b130a352e8;778e56fa44313dc5b6ae2aa77c9eb072eee603b012ad446cc023c158ffd9ea0a;False;False
ENTRAIDE LE RELAIS - CHRS;67000;67482;100331;STRASBOURG;31999532000029;20 RUE DE LA MONTAGNE VERTE;STRASBOURG;67482;67200;A;INSEE_ONLY;S231030_30798;Fibre Confort;active;1;319995320;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;26238dc88ea592daabb9f9666f9ebaf4b4df6018cbeacafc7b16c0978fed9d39;cc500959153fb1f17cdf12948f6697c3eb3f0a4beba4d905b1077659d863cb67;False;False
AUTOVAL SARL;50700;50615;100339;VALOGNES;39998054900014;61 AVENUE JEAN MONNET;VALOGNES;50615;50700;A;INSEE_AND_CP;S231031_46376;Revente Fibre Essentiel AI;active;1;399980549;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;02f0454a5e89488957e866ad92bce6fc0ae3d5f66a4bd12818c3bf4e0dd53576;71bb84ec18b88b93702a72d1e1102ca6844401f97f6777e28298a443158fd1a9;False;False
     Tonnellerie Manceau ;85130;85302;100340;CHANVERRIE;45354180700021;2 RUE DES LABORANTES;CHANVERRIE;85302;85130;A;INSEE_AND_CP;S231031_17293;Revente Fibre Essentiel AI;active;1;453541807;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;37adb09c6ef7400921cac59c6dd60439ae279fcb89c9523b7268cd070acef7be;3e181ab4831285812f3abc0b9e4297a5f071cb0b2b921b3482a0fc11e1f55b54;False;False
RIBER.S;14250;14364;100352;LINGEVRES;51017882500038;2 IMPASSE DES HIRONDELLES;LINGEVRES;14364;14250;A;INSEE_AND_CP;S231031_86420;Revente Fibre Essentiel AI;terminated;2;510178825;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;07dacd7d6e351cf2092b15a9b133ae40eaa1f476095b451a9494fe2eabbfedb0;1931916d2d1243f10de1ad9b32923aac5e8af0bb122de1219f573edfad8cfb40;False;False
TEMPLIERS RESTAURANT;66190;66053;100353;COLLIOURE;92265659000010;2 RUE DES TREILLES;COLLIOURE;66053;66190;A;INSEE_AND_CP;S231031_88301;Revente Fibre Essentiel AI;terminated;2;922656590;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;14cd384f0cdc2fd821c6e9beccda005559a57107aa8afda57f47c94bb7575a4b;1d3cbd08ced3bee64ed425e6f03c8c483b317b07331a1eddca28de2429749b83;False;False
GROUPAMA SUPPORTS ET SERVICES;83470;83116;100356;ST MAXIMIN LA STE BAUME;37983490600446;5 PLACE MALHERBE;ST MAXIMIN LA STE BAUME;83116;83470;A;INSEE_AND_CP;S231031_70225;Revente ADSL;terminated;2;379834906;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;d80e07462924116d67ee300f39f7a2750d408686de7c1ba6306e116ff1704920;f5612e2a9ef957f5b717c784fa6b988da16c97b0aa15f5c2e4c31e86c530e437;False;False
LHSM - EAU POTABLE;76600;76351;100358;LE HAVRE;20008495200031;0 BOULEVARD JULES DURAND;LE HAVRE;76351;76600;A;INSEE_AND_CP;S231031_38048;Revente ADSL;active;1;200084952;True;EXISTING_TRAIN_COMPONENT;4994eaa6bc6ae8b6ce5fa00f0f51c7d62cac1c9e83f063dd465ddcbca259ecfd;cf846652ce37a26909141dbf4675a03a42b74b4d670d44fcffee28a6b5199b9e;False;False
Prefecture de Police SGAMI Ile-de-F;75004;75104;100359;PARIS;13002037300010;1 RUE MASSILLON;PARIS;75104;75004;A;INSEE_AND_CP;S231031_83310;ADSL;terminated;2;130020373;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;5456e041fced94290aa2823905056c23508e121de7779660cb2b7ae937c5a39c;c5c3ef5d575c17e803708510937b40d5cbeb419221b3457042e3cbb0275d1579;False;False
LAURENT PERRIER PARIS ;75008;75108;100370;PARIS;35130602200101;27 RUE DU FAUBOURG SAINT HONORE;PARIS;75108;75008;A;INSEE_AND_CP;S231031_44710;Fibre Essentiel;active;1;351306022;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;99c29a25edc0a229980afab90707da361c293fb9083c3075f46f89cd696e90e1;bb3aad2dcbfd2c830a3474ff149c941d14d9e847d16765a09e5dca2e11670a9b;False;False
ADIL;21000;21231;100381;DIJON;32313884200030;4 RUE PAUL CABET;DIJON;21231;21000;A;INSEE_AND_CP;S231031_14521;Fibre Essentiel;active;1;323138842;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;e1e8ce84ed6251e75cb6848c5633b933b0c6ca9e08521fbe6205274d68a2cf2b;d232e43ea21c2fb5e2b1e7f9c88f77108cc070058237a6adc5975ee0472b8840;False;False
IVS NOTAIRE;59000;59350;100383;LILLE;49257428000052;31 RUE D INKERMANN;LILLE;59350;59777;F;INSEE_ONLY;S231031_73185;Fibre Essentiel;active;1;492574280;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;7bd533d7f933fd7060d284b4d62d3b935c6aea5ac984c448c8ccd130b8fb8f60;1582c348c3471be64eec7c69a5c1e2fac7eb4aefe1aa1bddd88e52de503196dd;False;False
KING JOUET SAS;13480;13019;100385;CABRIES;34792671901108;0 CHEMIN DE LA GRANDE CAMPAGNE;CABRIES;13019;13480;A;INSEE_AND_CP;S231031_63162;Fibre Essentiel;active;1;347926719;False;EXISTING_TRAIN_COMPONENT;0b4a4764deaa436ce6d221c9ed687ee2a3dfa9d165314bc5fc3087a9f1c11ed2;b222c3c90a1591f863e32bc7d6cc44ea7a14572afe2271ed1aa972137cdd6f0b;False;False
MSHIRT  ;59200;59599;100387;TOURCOING;41090332200031;130 CHAUSSEE MARCELLIN BERTHELOT;TOURCOING;59599;59200;A;INSEE_AND_CP;S231031_50308;Fibre Essentiel;active;1;410903322;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;ef93b7e995c1051afec60e0a398c881ab1557cca0f21c0c50ee869fb63126214;628d0f41260b0749c1dbf0fdd713f4959e929dcb2d9cbf68a24320fb82ceba64;False;False
COMMUNE LE CANNET;06110;06030;100388;LE CANNET;21060030000011;68 RUE DE CANNES;LE CANNET;06030;06110;A;INSEE_AND_CP;S231031_01010;Fibre Essentiel;active;1;210600300;True;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;cc2d300a74b6e67e24998c20a3359ccbfd09da9e9b322326dbceaed4a0d6ec86;7e4f9f8c4f6e9cbde3f97c588c0a82503f15b2cd0be5922f6185cedf34db0acb;False;False
OUEST EXPERTISE ;44400;44143;100389;REZE;47869748500041;3 RUE JACK LONDON;REZE;44143;44400;A;INSEE_AND_CP;S231031_00872;Fibre Essentiel;active;1;478697485;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;742ac1c02eff4e99a20e1e39e5b50bf0bbe35d86396bdd301a107f30f8345e30;ccb2a280d51e236d1f9d5e90dbdea2a3f9c4c9f0df67595bf566eff996945ea4;False;False
COUR DAPPEL DE ROUEN;76000;76540;100394;ROUEN;17760111900015;36 RUE AUX JUIFS;ROUEN;76540;76000;A;INSEE_AND_CP;S231101_26496;ADSL;active;1;177601119;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;579d7eb1e74ee07f3e46604cc880874e4eab0191dded6a58b984228f036aebb4;08b8d847e094c70ff622eff092be3d15efc1f49e6be9ce0715a29e0da78cbe80;False;False
Aubertot Bijouterie;54400;54323;100397;LONGWY;43522453000012;6 RUE VOLTAIRE;LONGWY;54323;54400;A;INSEE_AND_CP;S231102_25204;Revente Fibre Essentiel AI;active;1;435224530;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;f8ea5fa4db5e86f24c8d4e36ea5e8787bbfb17b20224115f4d9d7d2f763ec0c4;7fc5d56fc052f16d9d3862cddf3b4a9cd1ba274d8723b550a8aed875d0e25d4e;False;False
     CHAMPAGNE BRIMONCOURT;51150;51030;100398;AY CHAMPAGNE;49297605500029;84 BOULEVARD CHARLES DE GAULLE;AY CHAMPAGNE;51030;51150;A;INSEE_AND_CP;S231102_47013;Revente Fibre Essentiel AI;active;1;492976055;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;7229915ad1a6a41ec79084e9d73bb72319b27faea0b8235af4b8cb7746996a3c;2c2dc941d4f6e5f2bd46572a723c2494c96d2c1a79bafc320da64c123465d72b;False;False
SCP Cappelle Habourdin Lacherie;62400;62119;100406;BETHUNE;40949231100033;142 RUE LEON GAMBETTA;BETHUNE;62119;62400;A;INSEE_AND_CP;S231102_67006;Fibre Essentiel;active;1;409492311;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;f227ad3421df1b3c39d82185b1fa1b53b463667e5446e9b0b3d026860e215b00;a21a29b786030c7d8023dfc03d8ccbb596ff6bf37e1756126d151ecebb28f121;False;False
ETABLISSEMENTS DESPREZ LANIESSE;59491;59009;100407;VILLENEUVE D ASCQ;47250034700035;250 RUE DES FUSILLES;VILLENEUVE D ASCQ;59009;59493;A;INSEE_ONLY;S231102_05171;Fibre Essentiel;active;2;472500347;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;20653dd4076bbebbb95bbf424d771025bfe001fcb5f45c0f8ebed162965f821a;1ad1767520ce933a507e09af727404eeaa28a69e2b0630715a3ea41574d107c8;False;False
GROUPAMA SUPPORTS ET SERVICES;66300;66210;100418;THUIR;37983490603200;11 PLACE DE LA REPUBLIQUE;THUIR;66210;66300;A;INSEE_AND_CP;S231102_65882;Revente ADSL;active;1;379834906;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;3f9d456daee654f990b978aa85c9adbaf865d5810c7371a71b2b7702a56435e5;ee5a49bb32c540131cdbaf1b00a5a1d05ba78f7659baf0b11bfe1a46043845cb;False;False
GROUPAMA SUPPORTS ET SERVICES;04300;04088;100419;FORCALQUIER;37983490600909;10 PLACE DU BOURGUET;FORCALQUIER;04088;04300;A;INSEE_AND_CP;S231102_34238;Revente ADSL;active;1;379834906;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;74c367d94cc4aa4036c05ffe8c94a3c35dd92c2845ecb328832dd8814c4aba67;3cdaf9700c0c0eddd49f1cf9f8d99f728c0b4a57051b29341af7ce5eacbe115e;False;False
GROUPAMA SUPPORTS ET SERVICES;52400;52060;100420;BOURBONNE LES BAINS;53901609700039;10 GRANDE RUE;BOURBONNE LES BAINS;52060;52400;A;INSEE_AND_CP;S231102_21765;Revente ADSL;active;1;539016097;False;EXISTING_TRAIN_COMPONENT;67e7cfad4dbf7d7c51f03b049fb62c4bb3eb2eb6ba1b1137479e7e92ea0a03d3;96c08cf04dbae40c22f163472a686a9ab52edd18ed0b72e0c7bd1d72b8e3ed21;False;False
CSPP;13127;13117;100422;VITROLLES;84122283900018;20 BOULEVARD DE L EUROPE;VITROLLES;13117;13127;A;INSEE_AND_CP;S231102_90692;Fibre Essentiel;active;1;841222839;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;224a727e5d6548d64500d9a96dfd155b11998e68c7b592df13e973e634f9857a;6bb4ddb3f0acc89b71dc03c4af68a5e82f3368233202fee012ef2ec03d524507;False;False
MESDEMOISELLES - LOGISTIQUE;93500;93055;100423;PANTIN;80862742600014;56 RUE GABRIELLE JOSSERAND;PANTIN;93055;93500;A;INSEE_AND_CP;S231102_90341;Fibre Essentiel;active;1;808627426;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;3ac017499c7d4fcfbe941368c3c4552344085c5119f62f8d3cf66a068ea956e7;89bce8979cc08190651e9cc54a070fedde54f639ad8decc93f40aa39b15711e0;False;False
ASS LAIQUE DE GESTION D ETABLISSEME;47300;47323;100434;VILLENEUVE SUR LOT;33280351900609;38 RUE DES JARDINS;VILLENEUVE SUR LOT;47323;47300;A;INSEE_AND_CP;S231102_08552;Revente ADSL;terminated;2;332803519;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;8b69e60c55ffc51487c4739a27f8c312d1e043acadf09b28f93c43ef1f31ca51;7925132c1320a890a47f8a0e42ca7c8673aa1e4a460f46c7a9220a6b7c0e0532;False;False
GROUPAMA SUPPORTS ET SERVICES;66170;66108;100435;MILLAS;37983490603101;50 AVENUE JEAN JAURES;MILLAS;66108;66170;A;INSEE_AND_CP;S231102_29814;Revente ADSL;active;1;379834906;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;d520a87a536068a537dd5591094017e73b6ee1e75f7e4a33f488a5d0ff4d3776;61d6c0f99116c34119da63ad39400c38010c87425b382758919cee7142aa88a9;False;False
GROUPAMA SUPPORTS ET SERVICES;84000;84007;100438;AVIGNON;37983490603234;162 AVENUE PIERRE SEMARD;AVIGNON;84007;84000;F;INSEE_AND_CP;S231102_51244;Revente ADSL;terminated;2;379834906;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;cd5c4e0edf04115d238aea7eff5d414238349fe11cfd9b9a34a0b46dd9adc63c;9a4eafeaed9110842adc8b70396f8c4db105bf8dbbc2416c2298dfe899bfe022;False;False
AEP;22190;22187;100444;PLERIN;47891099500024;12 RUE DU LIEUTENANT MOUNIER;PLERIN;22187;22190;A;INSEE_AND_CP;S231103_19382;Fibre Essentiel;active;1;478910995;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;3bd48cb7482fffcaea232307675179782f2551128c63d47b204254839f30d076;8f078beab79c243bf22d4cc79847e14698e8b74066af8b4325f3e1212a6d4e58;False;False
IME F. OURY;92000;92050;100445;NANTERRE;89443494300011;36 RUE PAUL VAILLANT COUTURIER;NANTERRE;92050;92000;A;INSEE_AND_CP;S231103_35951;Fibre Essentiel;terminated;2;894434943;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;58399fcb51891cb9f2e6d4ce2e33fef3be5343d2c7ecef2b7908869ca823457e;e1d21ac34ce13bb168e814caaa6cd89642fa7ef70085ab0dc6114b52c7cb8fa6;False;False
INTERSPORT FRANCE;94400;94081;100449;VITRY SUR SEINE;95155503600031;72 RUE BERTHIE ALBRECHT;VITRY SUR SEINE;94081;94400;A;INSEE_AND_CP;S231103_73194;Fibre Essentiel;active;2;951555036;False;EXISTING_TRAIN_COMPONENT;8a458c19fa8c025c8382851cc56005059fc0875b88d4405a818af3137c33df7a;37f541e62d7673cd34fa77984725c5a63abee897d8b887a7921e4e1c89983d42;False;False
COMMUNE LE CANNET;06110;06030;100450;LE CANNET;21060030000011;860 AVENUE GEORGES POMPIDOU;LE CANNET;06030;06110;A;INSEE_AND_CP;S231103_76522;Fibre Essentiel;active;1;210600300;True;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;8728e2835319109dbf17f7efc635a6000bfee39faad08146d872301e3b03ac01;bab112f494868cb929e4b2845cf7300c78c74778e298c64037070aceff13385f;False;False
CHAMPAGNE BAUCHET;51150;51030;100452;AY CHAMPAGNE;30270048900024;2 RUE DE LA CRAYERE;AY CHAMPAGNE;51030;51150;A;INSEE_AND_CP;S231103_37452;Revente Fibre Essentiel AI;active;1;302700489;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;4d947243696c1268f6d5b2dcb09fa60bd5931343f360487ac0e88a6b79586937;7abab754bcf90e5309da8133da165793ab1a7d57ed3662fd2efe2f9bd42aecd1;False;False
LAV ITT - STATION DE LAVAGE;67117;67226;100453;ITTENHEIM;90502942700010;0 ROUTE DE PARIS;ITTENHEIM;67226;67117;A;INSEE_AND_CP;S231103_75365;Revente Fibre Essentiel AI;active;1;905029427;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;76bbf40fcc333a635ad4a683de538c27990780a1e10fb314d5a6928673e2ab99;1e17960f42af0115efdca6b7e55a4c0048865134ab07b928e1b94a8bd48c6103;False;False
 ADB BATIMENT;16400;16271;100455;PUYMOYEN;91268269700012;75 RUE DES COMMERCANTS;PUYMOYEN;16271;16400;F;INSEE_AND_CP;S231103_16725;Fibre Essentiel;active;1;912682697;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;35370d6ffe0c93ed2195e3b2a82141c6d377e7091b8304def2f5c34a96d3813d;0ee69b3fe3f187522c8909e7016740881664e57a6a3e58a82d98e5d2b42d046a;False;False
EUREKA;31770;31149;100458;COLOMIERS;48178924600016;9 CHEMIN DE LA SALVETAT;COLOMIERS;31149;31770;A;INSEE_AND_CP;S231103_43686;Fibre Essentiel;active;1;481789246;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;f1d42245d86018a8e1737b4a1c7347a3c1b3c75487239ab26170d15fd2667a9a;73819a984cd4a98790d12e6f135904b39369b98425f613244ce5a61053aacc69;False;False
APJA 75;75017;75117;100459;PARIS;41867685400049;20 RUE LANTIEZ;PARIS;75117;75017;A;INSEE_AND_CP;S231103_83451;Fibre Essentiel;active;1;418676854;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;15cf6ea75f78c4ae12fc011c07c246495c16851d88b4d5debb2edb98f0bede5c;fef7cf2ccb0b11597a3dc37b36dafc0c85f237f29d15a9a6f02910a7ce1e4e8e;False;False
E BOX SUD;34430;34270;100460;ST JEAN DE VEDAS;81528685100028;150 RUE PIERRE ET MARIE CURIE;ST JEAN DE VEDAS;34270;34430;F;INSEE_AND_CP;S231103_21934;Fibre Essentiel;terminated;2;815286851;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;afc07ed1ca68fb46b7b95495922c02d61f6f5ae22d4400b2be084db0a3856f1e;577cc1c50619ac67b4332da9ff4aedeb1254d2f8091331e2d410aa8d7b28b764;False;False
